id,brand,model,type,resolution_label,megapixels,sensor,field_of_view_deg,night_vision_type,ip_rating,ik_rating,two_way_audio,release_year,community_notes_count
abus-tvip64511,ABUS,TVIP64511,bullet,4MP QHD,4,"1/3"" Progressive Scan CMOS",103 horizontal,ir,IP67,IK10,false,,0
abus-tvip68511,ABUS,TVIP68511,bullet,4K,8,"1/2.8"" Progressive Scan CMOS","107 horizontal, 57 vertical",ir,IP67,IK10,false,,0
abus-tvip82561,ABUS,TVIP82561,ptz,1080p,2,"1/2.8"" Progressive Scan CMOS",101 to 33 horizontal,ir,IP66,IK10,,,0
abus-tvip83900,ABUS,TVIP83900,fisheye,3MP,3.1,"1/3"" Progressive Scan CMOS",180/360,ir,IP24,,true,,0
acti-a213,ACTi,A213,box,5MP,5,"1/2.7"" Progressive Scan CMOS",106 horizontal / 85.9 vertical,,IP66,,true,,0
acti-a214,ACTi,A214,box,5MP,5,"1/2.7"" CMOS",62.6 - 1.9 horizontal / 48.8 - 1.4 vertical,,,,true,,0
acti-a29,ACTi,A29,box,2MP,2,"1/2.7"" Progressive Scan CMOS",108.6 horizontal / 63.6 vertical,,IP66,,true,,0
acti-a313,ACTi,A313,bullet,4MP,4,"1/2.7"" Progressive Scan CMOS",99 horizontal / 56 vertical,ir,IP68,IK10,false,,0
acti-a314,ACTi,A314,bullet,6MP,6,"1/2.4"" Progressive Scan CMOS",103.6 horizontal / 56 vertical,ir,IP68,IK10,false,,0
acti-a315,ACTi,A315,bullet,8MP,8,"1/2.4"" CMOS",103.6 horizontal / 56 vertical,ir,IP68,IK10,,,0
acti-a317,ACTi,A317,fisheye,16MP,16,"1/1.8"" CMOS",182.2 horizontal / 71.2 vertical,hybrid,IP68,IK10,true,,0
acti-a371,ACTi,A371,bullet,4MP visible + thermal,4,"1/2.7"" CMOS (visible)",84 horizontal / 43.1 vertical (visible),hybrid,IP68,IK10,true,,0
acti-a371-p1,ACTi,A371-P1,bullet,4MP visible + thermal,4,"1/2.7"" CMOS (visible)",53 horizontal / 28 vertical (visible),hybrid,IP68,IK10,true,,0
acti-a371-p2,ACTi,A371-P2,bullet,4MP visible + thermal,4,"1/2.7"" CMOS (visible)",39.4 horizontal / 22.1 vertical (visible),hybrid,IP68,IK10,true,,0
acti-a372,ACTi,A372,bullet,4MP visible + thermal,4,"1/1.8"" CMOS (visible)",94 horizontal / 50 vertical (visible),ir,IP68,IK10,,,0
acti-a372-p1,ACTi,A372-P1,bullet,4MP visible + thermal,4,"1/1.8"" CMOS (visible)",56 horizontal / 30 vertical (visible),ir,IP68,IK10,,,0
acti-a374,ACTi,A374,bullet,4MP visible + thermal,4,"1/2.7"" CMOS (visible)",84 horizontal / 43.1 vertical (visible),hybrid,IP68,IK10,true,,0
acti-a374-p1,ACTi,A374-P1,bullet,4MP visible + thermal,4,"1/2.7"" CMOS (visible)",53 horizontal / 28 vertical (visible),hybrid,IP68,IK10,true,,0
acti-a377,ACTi,A377,bullet,5MP,5,"1/2.7"" Progressive Scan CMOS + Thermal sensor",84 horizontal / 43.1 vertical,ir,IP68,IK10,true,,0
acti-a410,ACTi,A410,bullet,5MP,5,"1/2.7"" Progressive Scan CMOS",101.1 - 30.4 horizontal / 72.3 - 22.7 vertical,ir,IP66,IK10,true,,0
acti-a412,ACTi,A412,bullet,5MP,5,"1/2.7"" CMOS",97.5 - 32.8 horizontal / 72.1 - 24.4 vertical,ir,IP66,,true,,0
acti-a415,ACTi,A415,bullet,3MP,3,"1/2.7"" Progressive Scan CMOS",90.6 - 32.7 horizontal / 67.6 - 24.2 vertical,ir,IP66,IK10,true,,0
acti-a416,ACTi,A416,bullet,4MP,4,"1/2.7"" CMOS",104 - 29 horizontal / 55 - 17 vertical,ir,IP68,IK10,true,,0
acti-a421,ACTi,A421,bullet,8MP,8,"1/2.7"" CMOS",103.6 - 31.1 horizontal / 56.8 - 17.4 vertical,ir,IP68,IK10,true,,0
acti-a422,ACTi,A422,bullet,4MP,4,"1/2.7"" Progressive Scan CMOS",102.8 - 32.4 horizontal / 54.9 - 18.9 vertical,ir,IP68,IK10,true,,0
acti-a423,ACTi,A423,bullet,6MP,6,"1/2.4"" Progressive Scan CMOS",102.1 - 34.5 horizontal / 56 - 20.6 vertical,ir,IP68,IK10,true,,0
acti-a424,ACTi,A424,bullet,8MP,8,"1/2.8"" CMOS",108 - 30 horizontal / 56 - 17 vertical,ir,IP67,IK10,true,,0
acti-a425,ACTi,A425,bullet,2MP,2,"1/2.7"" Progressive Scan CMOS",106.6 - 34.6 horizontal / 54.4 - 19.5 vertical,ir,IP68,IK10,true,,0
acti-a426,ACTi,A426,bullet,5MP,5,"1/2.7"" Progressive Scan CMOS",97.5 - 32.8 horizontal / 72.1 - 24.4 vertical,ir,IP66,IK10,true,,0
acti-a427,ACTi,A427,bullet,4MP,4,"1/1.8"" Progressive Scan CMOS",114.5 - 41.8 horizontal / 59.3 - 23.6 vertical,ir,IP68,IK10,false,,0
acti-a428,ACTi,A428,bullet,4MP,4,"1/1.8"" Progressive Scan CMOS",106 - 41.8 horizontal / 55.4 - 23.6 vertical,ir,IP68,IK10,true,,0
acti-a429,ACTi,A429,bullet,4MP,4,"1/1.8"" Progressive Scan CMOS",106 - 41.8 horizontal / 55.4 - 23.6 vertical,ir,IP68,IK10,true,,0
acti-a432,ACTi,A432,bullet,9MP,9,"1"" CMOS",62 - 23.6 horizontal / 32.2 - 12.2 vertical,ir,IP68,IK10,,,0
acti-a432-p1,ACTi,A432-P1,bullet,9MP,9,"1"" CMOS",62 - 23.6 horizontal / 32.2 - 12.2 vertical,ir,IP68,IK10,,,0
acti-a570,ACTi,A570,turret,4MP visible + thermal,4,"1/2.7"" CMOS (visible)",84 horizontal / 43.1 vertical (visible); 50 horizontal / 37.3 vertical (thermal),hybrid,IP68,IK10,true,,0
acti-a570-p1,ACTi,A570-P1,turret,4MP visible + thermal,4,"1/2.7"" CMOS (visible)",117.8 horizontal / 70.4 vertical (visible); 90 horizontal / 65.4 vertical (thermal),hybrid,IP68,IK10,true,,0
acti-a570-p2,ACTi,A570-P2,turret,4MP visible + thermal,4,"1/2.7"" CMOS (visible)",53 horizontal / 18 vertical (visible); 24.9 horizontal / 18 vertical (thermal),hybrid,IP68,IK10,true,,0
acti-a573,ACTi,A573,turret,5MP,5,"1/2.7"" CMOS (visible)",128.3 horizontal / 75.4 vertical (visible); 90 horizontal / 65.4 vertical (thermal),hybrid,IP67,IK10,true,,0
acti-a573-p1,ACTi,A573-P1,turret,5MP visible + thermal,5,"1/2.7"" CMOS (visible)",84 horizontal / 43.1 vertical (visible); 50 horizontal / 37.3 vertical (thermal),hybrid,IP67,IK10,true,,0
acti-a573-p2,ACTi,A573-P2,turret,5MP,5,"1/2.7"" CMOS (visible)",39.4 horizontal / 21.96 vertical (visible); 24.9 horizontal / 18.7 vertical (thermal),hybrid,IP67,IK10,true,,0
acti-a711,ACTi,A711,fisheye,12MP,12,"1/1.7"" CMOS",190 (overview area) horizontal / (Fisheye View) | 190 vertical,ir,IP66,IK10,true,,0
acti-a713,ACTi,A713,fisheye,5MP,5,"1/2.7"" Progressive Scan CMOS",197 (overview area) horizontal / (Fisheye View) vertical,ir,IP66,IK10,true,,0
acti-a76,ACTi,A76,dome,4MP,4,"1/2.7"" Progressive Scan CMOS",99 horizontal / 56 vertical,ir,IP68,IK10,true,,0
acti-a77,ACTi,A77,dome,6MP,6,"1/2.4"" Progressive Scan CMOS",103.6 horizontal / 56 vertical,ir,IP68,IK10,true,,0
acti-a78,ACTi,A78,dome,8MP,8,"1/2.4"" CMOS",103.6 horizontal / 56 vertical,ir,IP68,IK10,true,,0
acti-a810,ACTi,A810,dome,5MP,5,"1/2.7"" CMOS",101.1 - 30.4 horizontal / 72.3 - 22.7 vertical,ir,IP66,IK10,true,,0
acti-a811,ACTi,A811,dome,4MP,4,"1/2.7"" Progressive Scan CMOS",104 - 29 horizontal / 55 - 17 vertical,ir,IP68,IK10,true,,0
acti-a817,ACTi,A817,dome,8MP,8,"1/2.7"" CMOS",103.6 - 31.1 horizontal / 56.8 - 17.4 vertical,ir,IP68,IK10,true,,0
acti-a820,ACTi,A820,dome,4MP,4,"1/2.7"" CMOS",102.8 - 32.4 horizontal / 54.9 - 18.9 vertical,ir,IP68,IK10,true,,0
acti-a821,ACTi,A821,dome,6MP,6,"1/2.4"" Progressive Scan CMOS",102.1 - 34.5 horizontal / 56 - 20.6 vertical,ir,IP68,IK10,true,,0
acti-a822,ACTi,A822,dome,8MP,8,"1/2.4"" CMOS",102.1 - 34.5 horizontal / 56 - 20.6 vertical,ir,IP68,IK10,true,,0
acti-a826,ACTi,A826,dome,5MP,5,"1/2.7"" Progressive Scan CMOS",102.1 - 31.5 horizontal / 70.3 - 22.7 vertical,ir,IP66,IK10,true,,0
acti-a828,ACTi,A828,dome,5MP,5,"1/2.7"" CMOS",102.1 - 31.5 horizontal / 70.3 - 22.7 vertical,ir,IP66,IK10,true,,0
acti-a85,ACTi,A85,dome,2MP,2,"1/2.7"" Progressive Scan CMOS",92 - 34.8 horizontal / 49.3 - 19.8 vertical,ir,IP66,IK10,true,,0
acti-a86,ACTi,A86,dome,5MP,5,"1/2.8"" Progressive Scan CMOS",96.8 - 30.7 horizontal / 70.4 - 23.1 vertical,ir,IP66,IK10,true,,0
acti-a88,ACTi,A88,dome,3MP,3,"1/2.8"" CMOS",95 - 55 horizontal,ir,IP66,IK10,,,0
acti-a912,ACTi,A912,fisheye,5MP,5,"1/2.7"" Progressive Scan CMOS",180 horizontal / 180 vertical,ir,,,true,,0
acti-a952,ACTi,A952,ptz,8MP,8,"1/1.8"" CMOS",62.6 - 3.2 horizontal / 36.7 - 1.9 vertical,ir,IP66,IK10,true,,0
acti-a955,ACTi,A955,ptz,5MP,5,"1/2.7"" Progressive Scan CMOS",62.6 - 1.9 horizontal / 48.8 - 1.4 vertical,ir,IP66,IK10,true,,0
acti-a956,ACTi,A956,ptz,2MP,2,"1/2.7"" Progressive Scan CMOS",66.1 - 1.8 horizontal / 39.8 - 1.1 vertical,ir,IP66,IK10,true,,0
acti-a957,ACTi,A957,ptz,5MP,5,"1/2.7"" CMOS",62.6 - 1.9 horizontal / 48.8 - 1.4 vertical,ir,IP66,IK10,true,,0
acti-a959,ACTi,A959,ptz,8MP,8,"1/1.8"" CMOS",62.1 - 3.5 horizontal / 36.1 - 1.9 vertical,ir,IP66,IK10,true,,0
acti-a962,ACTi,A962,ptz,8MP,8,"1/1.8"" CMOS",28.5 - 2.94 horizontal / 35 - 1.7 vertical,ir,IP68,IK10,true,,0
acti-a966,ACTi,A966,ptz,2MP,2,"1/2.7"" CMOS",60.2 - 2.3 horizontal / 35.2 - 1.3 vertical,hybrid,IP66,IK10,true,,0
acti-a967,ACTi,A967,ptz,5MP,5,"1/2.7"" Progressive Scan CMOS",60.2 - 2.3 horizontal / 35.2 - 1.3 vertical,ir,IP66,IK10,true,,0
acti-a972,ACTi,A972,ptz,4MP visible + thermal,4,"1/2.7"" CMOS (visible)",58.8 - 2.18 horizontal / 34.4 - 1.2 vertical (visible),ir,IP66,IK10,true,,0
acti-a973,ACTi,A973,ptz,4MP visible + thermal,4,"1/2.7"" CMOS (visible)",58.8 - 2.18 horizontal / 34.4 - 1.2 vertical (visible); 18.1 horizontal / 13.6 vertical (thermal),ir,IP66,IK10,true,,0
acti-a981,ACTi,A981,ptz,8MP,8,"1/2.7"" CMOS",62.7 - 2.5 horizontal / 37.1 - 1.4 vertical,ir,IP66,IK10,true,,0
acti-a982,ACTi,A982,ptz,2MP,2,"1/1.2"" CMOS",61 - 1.3 horizontal / 35.9 - 0.8 vertical,,IP67,IK10,true,,0
acti-a984,ACTi,A984,ptz,8MP,8,"1/1.8"" Progressive Scan CMOS",64.16 - 1.97 horizontal / 37.73 - 1.13 vertical,ir,IP66,IK10,true,,0
acti-b26,ACTi,B26,box,3MP,3,"1/2.8"" Progressive Scan CMOS",57.6 - 2.35 horizontal / 44.9 - 1.78 vertical,,IP66,,true,,0
acti-b412-k1,ACTi,B412-K1,bullet,3MP,3,"1/2.8"" CMOS",58 - 5.8 horizontal / 45.3 - 5 vertical,ir,IP66,IK10,true,,0
acti-b416,ACTi,B416,bullet,2MP,2,"1/2.8"" CMOS",61.4 - 3.6 horizontal / 37 - 2.2 vertical,ir,IP67,IK10,true,,0
acti-b419,ACTi,B419,bullet,5MP,5,"1/2.9"" Progressive Scan CMOS",50.67 - 5.14 horizontal / 39.23 - 3.86 vertical,ir,IP66,IK10,true,,0
acti-b419-p2,ACTi,B419-P2,bullet,6MP,6,"1/2.7"" Progressive Scan CMOS",82.2 - 28.7 horizontal / 54.5 - 19 vertical,ir,IP68,IK10,true,,0
acti-b511a,ACTi,B511A,fisheye,12MP,12,"1/1.7"" CMOS",198.5 horizontal / 198.5 vertical (full fisheye view); 121.1 (high detail/dewarped area),ir,,,true,,0
acti-b57,ACTi,B57,fisheye,6MP,6,"1/1.8"" Progressive Scan CMOS",124.2 (high detail area) horizontal / (Fisheye View) vertical,ir,,,true,,0
acti-b64,ACTi,B64,dome,1.3MP,1.3,"1/3"" Progressive Scan CMOS",90.6 - 31.8 horizontal / 67.6 - 24.2 vertical,ir,,IK09,true,,0
acti-b76a,ACTi,B76A,fisheye,12MP UHD,12,"1/1.7"" CMOS",198.5 (overview area) | 121.1 (high detail area) horizontal / 198.5 | (Fisheye View) vertical,ir,IP68,IK10,true,,0
acti-b911,ACTi,B911,ptz,3MP,3,"1/2.8"" Progressive Scan CMOS",58 - 5.8 horizontal / 45.3 - 5 vertical,,IP67,IK10,true,,0
acti-b912,ACTi,B912,ptz,5MP,5,"1/2.9"" Progressive Scan CMOS",50.67 - 5.14 horizontal / 39.23 - 3.86 vertical,,IP67,IK10,true,,0
acti-b915,ACTi,B915,ptz,3MP,3,"1/2.8"" Progressive Scan CMOS",57.6 - 2.35 horizontal / 44.9 - 1.78 vertical,ir,IP66,IK10,true,,0
acti-b916,ACTi,B916,ptz,2MP,2,"1/2.8"" Progressive Scan CMOS",62 - 2.8 horizontal / 36.4 - 1.4 vertical,,IP67,IK10,true,,0
acti-b923,ACTi,B923,ptz,3MP,3,"1/2.8"" Progressive Scan CMOS",58.5 - 3.2 horizontal / 46 - 2.4 vertical,,,IK09,true,,0
acti-b928,ACTi,B928,ptz,5MP,5,"1/2.9"" Progressive Scan CMOS",51.14 - 2.17 horizontal / 39.62 - 1.62 vertical,ir,IP66,IK10,true,,0
acti-b934,ACTi,B934,ptz,2MP,2,"1/2.8"" Progressive Scan CMOS",62.4 - 3.5 horizontal / 37.6 - 2 vertical,,,IK09,true,,0
acti-c11w,ACTi,C11W,box,1.3MP,1.3,"1/4"" Progressive Scan CMOS",55 horizontal / 46.5 vertical,,,,true,,0
acti-e11,ACTi,E11,box,1MP,1,"1/4"" Progressive Scan CMOS",53.8 horizontal / 29.1 vertical,,,,true,,0
acti-e11a,ACTi,E11A,box,1MP,1,"1/4"" Progressive Scan CMOS",53.8 horizontal / 29.1 vertical,,,,true,,0
acti-e13a,ACTi,E13A,box,5MP,5,"1/3.2"" Progressive Scan CMOS",92.6 horizontal / 69.8 vertical,,,,true,,0
acti-e14,ACTi,E14,box,10MP,10,"1/2.3"" CMOS",99 horizontal,,,,true,,0
acti-e16,ACTi,E16,fisheye,10MP,10,"1/2.3"" CMOS",187.7 horizontal / 187.69 vertical (full fisheye view); 114.5 (high detail/dewarped area),,,,true,,0
acti-e19,ACTi,E19,box,5MP,5,"1/2.7"" Progressive Scan CMOS",117.5 horizontal / 69.8 vertical,,,,true,,0
acti-e217,ACTi,E217,box,2MP,2,"1/2.8"" Progressive Scan CMOS",101.3 horizontal / 54.3 vertical,,IP66,,true,,0
acti-e33a,ACTi,E33A,bullet,5MP,5,"1/3.2"" Progressive Scan CMOS",62.7 horizontal / 46.5 vertical,ir,IP68,IK10,false,,0
acti-e43b,ACTi,E43B,bullet,5MP,5,"1/3.2"" Progressive Scan CMOS",69.2 - 28.2 horizontal / 54.0 - 21.2 vertical,ir,IP68,IK10,true,,0
acti-e54,ACTi,E54,dome,5MP,5,"1/3.2"" Progressive Scan CMOS",72.0 horizontal / 51.8 vertical,ir,,,false,,0
acti-e618,ACTi,E618,dome,3MP,3,"1/3"" Progressive Scan CMOS",64.4 - 26.4 horizontal / 51.1 - 19.6 vertical,ir,,IK09,true,,0
acti-e815,ACTi,E815,dome,5MP,5,"1/3.2"" CMOS",64.74 - 25.8 horizontal / 49.6 - 19.2 vertical,ir,IP67,IK10,true,,0
acti-e816,ACTi,E816,dome,10MP,10,"1/2.3"" CMOS",90.6 - 34.3 horizontal / 68.7 - 26.4 vertical,ir,IP67,IK10,true,,0
acti-e915,ACTi,E915,dome,2MP,2,"1/2.8"" Progressive Scan CMOS",110.3 horizontal / 62.7 vertical,ir,,,false,,0
acti-e918,ACTi,E918,dome,3MP,3,"1/3"" Progressive Scan CMOS",77.1 (high detail area) horizontal / 97.3 vertical,,IP68,IK10,false,,0
acti-e918m,ACTi,E918M,dome,3MP,3,"1/3"" Progressive Scan CMOS",77.1 (high detail area) horizontal / 97.3 vertical,,IP68,IK10,false,,0
acti-e925m,ACTi,E925M,fisheye,5MP,5,"1/3.2"" Progressive Scan CMOS",115.7 (high detail area) horizontal / 189.7 vertical,ir,IP68,IK10,false,,0
acti-e93,ACTi,E93,dome,5MP,5,"1/3.2"" Progressive Scan CMOS",77.4 (high detail area) horizontal / 95.5 vertical,,,IK08,false,,0
acti-e933,ACTi,E933,dome,2MP,2,"1/2.8"" Progressive Scan CMOS",110.3 horizontal / 62.7 vertical,ir,IP68,IK10,false,,0
acti-e933m,ACTi,E933M,dome,2MP,2,"1/2.8"" Progressive Scan CMOS",110.3 horizontal / 62.7 vertical,ir,IP68,IK10,false,,0
acti-e936,ACTi,E936,dome,2MP,2,"1/2.8"" Progressive Scan CMOS",110.3 horizontal / 62.7 vertical,,IP68,IK10,false,,0
acti-e936m,ACTi,E936M,dome,2MP,2,"1/2.8"" Progressive Scan CMOS",110.3 horizontal / 62.7 vertical,,IP68,IK10,false,,0
acti-e96,ACTi,E96,fisheye,5MP,5,"1/3.2"" Progressive Scan CMOS",115.7 (high detail area) horizontal / 189.67 vertical,,,IK08,false,,0
acti-i42,ACTi,I42,bullet,2MP,2,"1/2.8"" Progressive Scan CMOS",62.7 - 2.7 horizontal / 38.5 - 1.6 vertical,ir,IP66,IK10,true,,0
acti-i47,ACTi,I47,bullet,4MP,4,"1/3"" Progressive Scan CMOS",66.4 - 2.14 horizontal / 40.8 - 1.84 vertical,ir,IP67,IK10,true,,0
acti-i915,ACTi,I915,ptz,2MP,2,"1/2.8"" Progressive Scan CMOS",62.7 - 2.7 horizontal / 38.5 - 1.6 vertical,ir,IP66,IK10,true,,0
acti-i96,ACTi,I96,ptz,1080p FHD,2,"1/2.8"" CMOS",66.4 - 2.61 horizontal,,IP67,IK10,true,,0
acti-i98,ACTi,I98,ptz,1080p FHD,2,"1/2.8"" CMOS",69.3 - 3 horizontal / 38 - 1.7 vertical,ir,IP66,IK10,true,,0
acti-j41,ACTi,J41,bullet,2MP,2,"1/2.7"" CMOS",111 - 36.6 horizontal / 59.4 - 20.6 vertical,ir,IP68,IK10,false,,0
acti-j71,ACTi,J71,dome,2MP,2,"1/2.7"" Progressive Scan CMOS",112.9 horizontal / 59.1 vertical,ir,IP68,IK10,false,,0
acti-j72,ACTi,J72,dome,4MP,4,"1/2.7"" Progressive Scan CMOS",101.5 horizontal / 55.6 vertical,ir,IP68,IK10,false,,0
acti-j73,ACTi,J73,dome,5MP,5,"1/2.7"" Progressive Scan CMOS",101.5 horizontal / 55.6 vertical,ir,IP68,IK10,false,,0
acti-j81,ACTi,J81,dome,2MP,2,"1/2.7"" Progressive Scan CMOS",111 - 36.6 horizontal / 59.4 - 20.6 vertical,ir,IP68,IK10,false,,0
acti-k31,ACTi,K31,bullet,2MP,2,"1/2.7"" CMOS",112.9 horizontal / 59.1 vertical,ir,IP68,IK10,false,,0
acti-k31-p1,ACTi,K31-P1,bullet,2MP,2,"1/2.7"" CMOS",91.2 horizontal / 47.9 vertical,ir,IP68,IK10,false,,0
acti-k32,ACTi,K32,bullet,4MP,4,"1/2.7"" CMOS",101.5 horizontal / 55.6 vertical,ir,IP68,IK10,false,,0
acti-k32-p1,ACTi,K32-P1,bullet,4MP,4,"1/2.7"" CMOS",84.1 horizontal / 45.1 vertical,ir,IP68,IK10,false,,0
acti-k33,ACTi,K33,bullet,5MP,5,"1/2.7"" CMOS",101.5 horizontal / 55.6 vertical,ir,IP68,IK10,false,,0
acti-k372,ACTi,K372,bullet,4MP,4,"1/2.7"" Progressive Scan CMOS + Thermal sensor",77.4 horizontal / 42.2 vertical,ir,IP68,IK10,true,,0
acti-k41,ACTi,K41,bullet,2MP,2,"1/2.7"" CMOS",111 - 36.6 horizontal / 59.4 - 20.6 vertical,ir,IP68,IK10,false,,0
acti-k42,ACTi,K42,bullet,4MP,4,"1/2.7"" CMOS",95.6 - 30.9 horizontal / 52 - 17.6 vertical,ir,IP68,IK10,false,,0
acti-k43,ACTi,K43,bullet,5MP,5,"1/2.7"" CMOS",96.4 - 32.7 horizontal / 51.3 - 18.6 vertical,ir,IP68,IK10,false,,0
acti-k71,ACTi,K71,dome,2MP,2,"1/2.7"" CMOS",112.9 horizontal / 59.1 vertical,ir,IP68,IK10,false,,0
acti-k72,ACTi,K72,dome,4MP,4,"1/2.7"" CMOS",101.5 horizontal / 55.6 vertical,ir,IP68,IK10,false,,0
acti-k73,ACTi,K73,dome,5MP,5,"1/2.7"" CMOS",101.5 horizontal / 55.6 vertical,ir,IP68,IK10,false,,0
acti-k81,ACTi,K81,dome,2MP,2,"1/2.7"" CMOS",111 - 36.6 horizontal / 59.4 - 20.6 vertical,ir,IP68,IK10,false,,0
acti-k82,ACTi,K82,dome,4MP,4,"1/2.7"" CMOS",95.6 - 30.9 horizontal / 52 - 17.6 vertical,ir,IP68,IK10,false,,0
acti-k83,ACTi,K83,dome,5MP,5,"1/2.7"" CMOS",95.6 - 30.9 horizontal / 52 - 17.6 vertical,ir,IP68,IK10,false,,0
acti-k9001,ACTi,K9001,ptz,32MP,32,"1/1.8"" CMOS (8x 4MP panoramic array + 1x 4MP PTZ detail channel)",360 horizontal / 110 vertical (panoramic array); 59.47-2.20 horizontal / 35.62-1.24 vertical (PTZ detail channel),ir,IP68,,true,,0
acti-k953,ACTi,K953,ptz,5MP,5,"1/2.7"" CMOS",53.9 - 3.0 horizontal / 31.92 - 1.69 vertical,ir,IP68,IK10,true,,0
acti-k954,ACTi,K954,ptz,5MP,5,"1/1.8"" CMOS",59.47 - 2.20 horizontal,ir,IP68,IK10,true,,0
acti-k958,ACTi,K958,ptz,8MP,8,"1/1.8"" CMOS",56.51 - 2.94 horizontal / 33.64 - 1.65 vertical,ir,IP67,IK10,true,,0
acti-kcm-5611,ACTi,KCM-5611,box,1080p FHD,2,"1/2.8"" CMOS",48.9 - 3.6 horizontal,ir,IP66,,true,,0
acti-kcm-7311,ACTi,KCM-7311,dome,4MP,4,"1/3.2"" Progressive Scan CMOS",77.2 - 22.6 horizontal,,IP67,,true,,0
acti-l31,ACTi,L31,bullet,2MP,2,"1/2.7"" Progressive Scan CMOS",103 horizontal / 56 vertical,ir,IP68,IK10,false,,0
acti-l31-p1,ACTi,L31-P1,bullet,2MP,2,"1/2.7"" Progressive Scan CMOS",83 horizontal / 44 vertical,ir,IP68,IK10,false,,0
acti-l33,ACTi,L33,bullet,6MP,6,"1/2.4"" Progressive Scan CMOS",105 horizontal / 55 vertical,ir,IP68,IK10,false,,0
acti-l33-p1,ACTi,L33-P1,bullet,6MP,6,"1/2.4"" Progressive Scan CMOS",78 horizontal / 38 vertical,ir,IP68,IK10,false,,0
acti-l41,ACTi,L41,bullet,2MP,2,"1/2.7"" Progressive Scan CMOS",102.4 - 31.2 horizontal / 54.4 - 17.5 vertical,ir,IP68,IK10,true,,0
acti-l43,ACTi,L43,bullet,6MP,6,"1/2.4"" Progressive Scan CMOS",106 - 35.6 horizontal / 55.9 - 20 vertical,ir,IP68,IK10,true,,0
acti-l71,ACTi,L71,dome,2MP,2,"1/2.7"" Progressive Scan CMOS",111 horizontal / 59 vertical,ir,IP68,IK10,false,,0
acti-l73,ACTi,L73,dome,6MP,6,"1/2.4"" Progressive Scan CMOS",105 horizontal / 55 vertical,ir,IP68,IK10,false,,0
acti-l73-p1,ACTi,L73-P1,dome,6MP,6,"1/2.4"" Progressive Scan CMOS",78 horizontal / 38 vertical,ir,IP68,IK10,false,,0
acti-l81,ACTi,L81,dome,2MP,2,"1/2.7"" Progressive Scan CMOS",102.4 - 31.2 horizontal / 54.4 - 17.5 vertical,ir,IP68,IK10,true,,0
acti-l83,ACTi,L83,dome,6MP,6,"1/2.4"" Progressive Scan CMOS",106 - 35.6 horizontal / 55.9 - 20 vertical,ir,IP68,IK10,true,,0
acti-pcam-1600,ACTi,PCAM-1600,box,4MP,4,Progressive Scan CMOS,150 horizontal,ir,IP68,,true,,0
acti-q113,ACTi,Q113,covert,2MP,2,"1/2.8"" Progressive Scan CMOS",84.5 horizontal / 46.5 vertical,,,,true,,0
acti-q115,ACTi,Q115,covert,5MP,5,"1/3.2"" Progressive Scan CMOS",70.2 horizontal / 51.4 vertical,,,,true,,0
acti-q12,ACTi,Q12,covert,2MP,2,"1/2.8"" Progressive Scan CMOS",110.3 horizontal / 61.3 vertical,,,,true,,0
acti-q120,ACTi,Q120,covert,2MP,2,"1/2.7"" CMOS","107.8 (PLEN-4501), 82.8 (PLEN-4502), 93.9 (PLEN-4503), 75.5 (PLEN-4504), 75.5 (PLEN-4505) horizontal",,,,true,,0
acti-q121,ACTi,Q121,covert,4MP,4,"1/2.7"" CMOS","98 (PLEN-4506), 75 (PLEN-4507) horizontal",,,,true,,0
acti-q150,ACTi,Q150,box,2MP,2,"1/2.8"" Progressive Scan CMOS",,ir,IP68,,false,,0
acti-q150-12mm,ACTi,Q150-12MM,box,2MP,2,"1/2.8"" Progressive Scan CMOS",,ir,,,false,,0
acti-q170,ACTi,Q170,box,4MP visible + thermal,4,"1/5"" CMOS (visible)",96.9 horizontal / 77.2 vertical (visible),,IP68,IK10,,,0
acti-q22,ACTi,Q22,box,2MP,2,"1/2.8"" Progressive Scan CMOS",110.3 horizontal / 61.3 vertical,,IP68,IK10,true,,0
acti-q22-k1,ACTi,Q22-K1,box,2MP,2,"1/2.8"" Progressive Scan CMOS",110.3 horizontal / 61.3 vertical,,IP68,IK10,true,,0
acti-q450,ACTi,Q450,dual-lens,"8MP (2x4MP, stitched panoramic)",8,"1/1.8"" CMOS",182 horizontal / 57.4 vertical,ir,IP66,IK10,,,0
acti-q550,ACTi,Q550,dual-lens,8MP (2x4MP) 180° panoramic,8,"1/2.7"" CMOS",180 horizontal / 47.41 vertical,hybrid,IP68,IK10,true,,0
acti-q711,ACTi,Q711,dual-lens,8MP (2x4MP),8,"1/2.7"" CMOS",97.68 horizontal / 52.67 vertical,ir,IP68,IK10,true,,0
acti-q75,ACTi,Q75,panoramic,20MP,20,"1/1.8"" CMOS",180 horizontal / 47 vertical,ir,IP66,IK10,true,,0
acti-q83,ACTi,Q83,panoramic,20MP,20,"1/3"" CMOS",360 horizontal,ir,IP66,IK10,true,,0
acti-q84,ACTi,Q84,panoramic,20MP,20,"1/2.7"" CMOS",110.3 - 31 horizontal / 57.1 - 17.5 vertical,ir,IP68,IK10,true,,0
acti-q950,ACTi,Q950,doorbell,6MP,6,"1/1.8"" Progressive Scan CMOS",121.1 (high detail area) horizontal / (Fisheye View) vertical,ir,IP66,IK09,true,,0
